,loss,accuracy,val_loss,val_accuracy,lr
0,2.952627182006836,0.4816865622997284,2.618137836456299,0.5543870329856873,9.999999747378752e-06
1,2.8896052837371826,0.49525392055511475,2.5934572219848633,0.5608974099159241,1.0032007594418246e-05
2,2.86892032623291,0.49920976161956787,2.595134735107422,0.5546875,1.0064020898425952e-05
3,2.850586175918579,0.5047661066055298,2.574632406234741,0.5623998641967773,1.0096028745465446e-05
4,2.8359615802764893,0.5064482688903809,2.589585542678833,0.5597956776618958,1.0128042049473152e-05
5,2.820502758026123,0.5102531313896179,2.566178321838379,0.5683093070983887,1.0160049896512646e-05
6,2.8085765838623047,0.5141881704330444,2.558971643447876,0.5680088400840759,1.0192064110015053e-05
7,2.792616844177246,0.5180330872535706,2.5569941997528076,0.5658053159713745,1.0224071047559846e-05
8,2.7889740467071533,0.5190343856811523,2.557854175567627,0.5698117017745972,1.0256078894599341e-05
9,2.7857372760772705,0.5211270451545715,2.545189619064331,0.5708132982254028,1.0288093108101748e-05
10,2.7777531147003174,0.5221083164215088,2.5540170669555664,0.5715144276618958,1.0320100955141243e-05
11,2.767292022705078,0.5249118804931641,2.5466880798339844,0.5745192170143127,1.0352114259148948e-05
12,2.764535427093506,0.527294933795929,2.542646884918213,0.5737179517745972,1.0384122106188443e-05
13,2.754646062850952,0.5272749066352844,2.5424697399139404,0.57421875,1.0416135410196148e-05
14,2.7481207847595215,0.529087245464325,2.5431923866271973,0.5756210088729858,1.0448143257235643e-05
15,2.744466781616211,0.5319308638572693,2.5646371841430664,0.5695112347602844,1.0480151104275137e-05
16,2.7385504245758057,0.5320209860801697,2.563767433166504,0.5746194124221802,1.0512164408282842e-05
