,loss,accuracy,val_loss,val_accuracy
0,1.6831332445144653,0.5857812762260437,3.034515857696533,0.33283254504203796
1,1.3993874788284302,0.6573437452316284,2.370058059692383,0.4507211446762085
2,1.2925398349761963,0.6860156059265137,2.5274617671966553,0.43108972907066345
3,1.1837388277053833,0.7123437523841858,2.4276325702667236,0.44240784645080566
4,1.1321338415145874,0.72265625,2.2898647785186768,0.4732572138309479
5,1.0655584335327148,0.7446874976158142,2.392348051071167,0.4529246687889099
6,1.0534977912902832,0.7518013715744019,2.2893266677856445,0.47385817766189575
7,0.9921107888221741,0.7626096606254578,2.179743528366089,0.4997996687889099
8,0.9750433564186096,0.7669531106948853,2.201143980026245,0.4891826808452606
9,0.9356818199157715,0.7789062261581421,2.359229564666748,0.46474358439445496
10,0.9085910320281982,0.7850000262260437,2.1978330612182617,0.49599358439445496
11,0.8733187317848206,0.7943750023841858,2.1827292442321777,0.4943910241127014
12,0.8213196396827698,0.8122656345367432,2.210742235183716,0.4917868673801422
13,0.7923173308372498,0.8178906440734863,2.4651341438293457,0.44841745495796204
14,0.7824336290359497,0.8220312595367432,2.2171289920806885,0.49559295177459717
