,loss,accuracy,val_loss,val_accuracy
0,1.588631272315979,0.6092575192451477,2.1602275371551514,0.512620210647583
1,1.575440526008606,0.6142968535423279,2.292818546295166,0.4930889308452606
2,1.5728727579116821,0.6126562356948853,2.0768990516662598,0.5283453464508057
3,1.5540165901184082,0.615234375,2.204864978790283,0.5047075152397156
4,1.5353693962097168,0.6231250166893005,2.1501097679138184,0.5110176205635071
5,1.562973976135254,0.609375,2.3450520038604736,0.4797676205635071
6,1.529494285583496,0.624218761920929,2.286649227142334,0.4928886294364929
7,1.5477889776229858,0.615234375,2.148688554763794,0.5189303159713745
8,1.5157556533813477,0.6267187595367432,2.083033323287964,0.5209335088729858
9,1.509030818939209,0.6278125047683716,2.137646198272705,0.5192307829856873
10,1.5379242897033691,0.6205468773841858,2.181028366088867,0.5081129670143127
11,1.516405463218689,0.6235937476158142,2.2149555683135986,0.5074118375778198
12,1.5176273584365845,0.6209375262260437,2.2346456050872803,0.5013020634651184
13,1.5050855875015259,0.627734363079071,2.3661928176879883,0.49338942766189575
14,1.483406662940979,0.6338281035423279,2.1115870475769043,0.5290464758872986
