,loss,accuracy,val_loss,val_accuracy
0,1.7985337972640991,0.5575000047683716,2.516000270843506,0.4525240361690521
1,1.797856330871582,0.5640624761581421,2.3894455432891846,0.4609375
2,1.7863709926605225,0.5662500262260437,2.3748724460601807,0.47035256028175354
3,1.7665512561798096,0.5668749809265137,2.3169643878936768,0.48016828298568726
4,1.7391492128372192,0.5749218463897705,2.1049933433532715,0.5133213400840759
5,1.7758976221084595,0.565625011920929,2.2246949672698975,0.49769631028175354
6,1.7328208684921265,0.5765625238418579,2.390822649002075,0.4733573794364929
7,1.756901741027832,0.5731250047683716,2.356201648712158,0.4767628312110901
8,1.768123745918274,0.5689843893051147,2.3765196800231934,0.4774639308452606
9,1.7176759243011475,0.5813281536102295,2.250720262527466,0.4927884638309479
10,1.7251533269882202,0.5777343511581421,2.3936333656311035,0.46694710850715637
11,1.738359808921814,0.573046863079071,2.2320854663848877,0.4943910241127014
12,1.679344892501831,0.5860156416893005,2.423630475997925,0.47816506028175354
13,1.6984045505523682,0.5783593654632568,2.180375814437866,0.5034054517745972
14,1.6970436573028564,0.5799999833106995,2.194338321685791,0.5079126358032227
