,loss,accuracy,val_loss,val_accuracy
0,1.5032719373703003,0.6243749856948853,2.27764630317688,0.4958934187889099
1,1.5095962285995483,0.625,2.226968765258789,0.5110176205635071
2,1.4902538061141968,0.6254687309265137,2.1539196968078613,0.5197315812110901
3,1.4665237665176392,0.6378124952316284,2.336648464202881,0.48427483439445496
4,1.4823509454727173,0.6333593726158142,2.168496608734131,0.5176281929016113
5,1.4548002481460571,0.6416406035423279,2.273238182067871,0.48968347907066345
6,1.4649016857147217,0.6335155963897705,2.360596179962158,0.4876802861690521
7,1.4540724754333496,0.6396093964576721,2.443899393081665,0.46794870495796204
8,1.4933627843856812,0.6271874904632568,2.221125364303589,0.5150240659713745
9,1.4418835639953613,0.6422305703163147,2.1567587852478027,0.5218349099159241
10,1.4176427125930786,0.6440625190734863,2.163586139678955,0.5164262652397156
11,1.4543722867965698,0.6388280987739563,2.133526563644409,0.5224359035491943
12,1.4390722513198853,0.6408593654632568,2.1292665004730225,0.5153245329856873
13,1.4101746082305908,0.6510937213897705,2.1605124473571777,0.5157251358032227
14,1.4028942584991455,0.6506249904632568,2.158660888671875,0.5205328464508057
