,loss,accuracy,val_loss,val_accuracy
0,1.6812689304351807,0.5823437571525574,2.3078508377075195,0.4787660241127014
1,1.6549322605133057,0.5934374928474426,2.244523763656616,0.49619391560554504
2,1.6539818048477173,0.5914843678474426,2.216113805770874,0.5011017918586731
3,1.6478575468063354,0.5934374928474426,2.3858609199523926,0.48467546701431274
4,1.6683543920516968,0.591015636920929,2.329338788986206,0.48257210850715637
5,1.6534723043441772,0.5940625071525574,2.43261981010437,0.46484375
6,1.6580325365066528,0.5935156345367432,2.3014962673187256,0.48968347907066345
7,1.6377615928649902,0.5961718559265137,2.2241177558898926,0.5070112347602844
8,1.6305351257324219,0.5950781106948853,2.1543080806732178,0.5098156929016113
9,1.625179648399353,0.5992968678474426,2.382772922515869,0.4787660241127014
10,1.616559624671936,0.5966406464576721,2.3148086071014404,0.48257210850715637
11,1.6167563199996948,0.6024218797683716,2.3541080951690674,0.4791666567325592
12,1.5870978832244873,0.6068750023841858,2.2606234550476074,0.5007011294364929
13,1.620010495185852,0.5992968678474426,2.3132760524749756,0.4884815812110901
14,1.5863453149795532,0.6068295836448669,2.2458534240722656,0.49609375
