,loss,accuracy,val_loss,val_accuracy,lr
0,4.27128791809082,0.1257920265197754,5.154980182647705,0.04867788404226303,0.0010000000474974513
1,3.569153308868408,0.23024943470954895,4.433207035064697,0.08974359184503555,0.0010000000474974513
2,3.1631019115448,0.29700031876564026,3.916584014892578,0.16766826808452606,0.0010000000474974513
3,2.8464701175689697,0.35303378105163574,4.374452590942383,0.11187900602817535,0.0010000000474974513
4,2.578369617462158,0.40228986740112305,4.038637638092041,0.14413060247898102,0.0010000000474974513
5,2.33376407623291,0.4520973563194275,4.033231258392334,0.16135817766189575,0.0010000000474974513
6,2.1072990894317627,0.4971928000450134,3.8849945068359375,0.1720753163099289,0.0010000000474974513
7,1.8714728355407715,0.5502486228942871,3.8356590270996094,0.1811899095773697,0.0010000000474974513
8,1.6346409320831299,0.604457437992096,3.7360026836395264,0.20022034645080566,0.0010000000474974513
9,1.3815605640411377,0.6674286127090454,3.7929866313934326,0.19911858439445496,0.0010000000474974513
10,1.1180756092071533,0.7356632947921753,3.616183042526245,0.22946715354919434,0.0010000000474974513
11,0.873140811920166,0.8014817833900452,3.893015146255493,0.19501201808452606,0.0010000000474974513
12,0.6305935382843018,0.8680221438407898,3.7655248641967773,0.20122195780277252,0.0010000000474974513
13,0.42531564831733704,0.9242560863494873,3.63907527923584,0.23337340354919434,0.0010000000474974513
14,0.26755037903785706,0.9636068344116211,3.6962361335754395,0.22385817766189575,0.0010000000474974513
