,loss,accuracy,val_loss,val_accuracy
0,3.7281711101531982,0.22234374284744263,3.895967483520508,0.18800079822540283
1,2.7124691009521484,0.3698536455631256,4.058980464935303,0.16396233439445496
2,2.309353828430176,0.4550195336341858,4.25227689743042,0.14032451808452606
3,1.9272624254226685,0.540234386920929,4.202868938446045,0.15304486453533173
4,1.5780563354492188,0.6233954429626465,4.392873764038086,0.13471554219722748
5,1.2448575496673584,0.7130557298660278,4.10441255569458,0.16937099397182465
6,0.9593110084533691,0.7875900268554688,4.287546634674072,0.1443309336900711
7,0.7194401025772095,0.8506835699081421,4.279882431030273,0.14853766560554504
8,0.5252322554588318,0.9006731510162354,4.131197929382324,0.17397835850715637
9,0.38277992606163025,0.9348974823951721,4.33318567276001,0.14533253014087677
